Silence Priest	Barnes Hunter	3	66.66
Silence Priest	Aggro Druid	22	59.09
Dragon Priest	Handlock	7	71.42
Dragon Priest	Silence Priest	12	50.0
Dragon Priest	Dragon Priest	4578	50.0
Dragon Priest	Midrange Hunter	3139	47.65
Dragon Priest	Highlander Warlock	2	50.0
Dragon Priest	Zoo Warlock	8864	43.95
Dragon Priest	Secret Hunter	803	45.2
Dragon Priest	Miracle Rogue	2526	45.68
Dragon Priest	Mid-Range Shaman	1	100.0
Dragon Priest	Aggro Shaman	198	54.04
Dragon Priest	Pirate Warrior	860	41.62
Dragon Priest	Big Priest	2579	48.11
Dragon Priest	Overload Shaman	10	60.0
Dragon Priest	Highlander Priest	17097	54.72
Dragon Priest	Control Warrior	13	61.53
Dragon Priest	Miracle Priest	7	57.14
Dragon Priest	Quest Priest	4	50.0
Dragon Priest	Aggro Druid	7598	54.0
Dragon Priest	Giants Shaman	559	59.39
Dragon Priest	Deathrattle Rogue	376	59.84
Dragon Priest	Spiteful Warrior	529	41.96
Dragon Priest	Midrange Paladin	25	60.0
Dragon Priest	Spiteful Summoner Hunter	19	57.89
Dragon Priest	Cube Warlock	12526	52.3
Dragon Priest	Spiteful Priest	14317	39.49
Dragon Priest	Oakheart Druid	7	85.71
Dragon Priest	Control Shaman	9	55.55
Dragon Priest	Barnes Hunter	803	41.84
Dragon Priest	Token Shaman	2598	46.22
Dragon Priest	Jade Shaman	1	0.0
Dragon Priest	Elemental Shaman	310	59.35
Dragon Priest	Control Warlock (Depricated)	9	44.44
Dragon Priest	Spell Hunter	965	47.66
Dragon Priest	Recruit Druid	9	66.66
Dragon Priest	Elemental Priest	1827	55.39
Dragon Priest	Tempo Priest	3	33.33
Dragon Priest	Miracle Druid	20	60.0
Dragon Priest	Stealth Rogue	1	100.0
Dragon Priest	Aggro Paladin	6313	38.04
Dragon Priest	Beast Hunter	15	53.33
Dragon Priest	Big Spell Mage	5547	41.75
Dragon Priest	Silver Hand Paladin	10	70.0
Dragon Priest	Recruit Hunter	41	34.14
Dragon Priest	Leyline Mage	19	52.63
Dragon Priest	Prince Warlock	3	33.33
Dragon Priest	Kingsbane Rogue	2	50.0
Dragon Priest	Demon Warlock	6760	58.71
Dragon Priest	Recruit Warrior	280	45.35
Dragon Priest	Shield Warrior	225	59.11
Dragon Priest	OTK DK Paladin	731	56.08
Dragon Priest	Tempo Rogue	19617	41.81
Dragon Priest	Deathrattle Warrior	6	50.0
Dragon Priest	Fatigue Warrior	732	57.1
Dragon Priest	Enrage Warrior	1	100.0
Dragon Priest	Quest Warrior	338	61.53
Dragon Priest	C'Thun Druid	5	40.0
Dragon Priest	N'Zoth Paladin	742	52.29
Dragon Priest	Mill Rogue	4803	50.19
Dragon Priest	Quest Druid	35	68.57
Dragon Priest	Quest Rogue	47	51.06
Dragon Priest	Murloc Paladin	5773	42.76
Dragon Priest	Control Paladin	13	53.84
Dragon Priest	Handbuff Paladin	11	45.45
Dragon Priest	Murloc Aggro Paladin	3	33.33
Dragon Priest	Freeze Mage	2	100.0
Dragon Priest	Aggro Hunter	5060	46.08
Dragon Priest	Highlander Mage	5	60.0
Dragon Priest	Jade Druid	11725	53.62
Dragon Priest	Control Mage	49	51.02
Dragon Priest	Elemental Mage	12	25.0
Dragon Priest	Exodia Mage	3412	51.08
Dragon Priest	Secret Mage	12045	45.85
Dragon Priest	Big Druid	12	66.66
Dragon Priest	Taunt Druid	2	100.0
Dragon Priest	Jade Rogue	4	75.0
Dragon Priest	Dragon Mage	1	100.0
Dragon Priest	Pirate Murloc Paladin	1	0.0
Dragon Priest	Quest Paladin	1	100.0
Midrange Hunter	Handlock	4	100.0
Midrange Hunter	Silence Priest	15	60.0
Midrange Hunter	Dragon Priest	3139	52.34
Midrange Hunter	Midrange Hunter	3910	50.0
Midrange Hunter	Highlander Warlock	9	55.55
Midrange Hunter	Zoo Warlock	5314	43.47
Midrange Hunter	Deathrattle Hunter	2	100.0
Midrange Hunter	Secret Hunter	813	46.86
Midrange Hunter	Miracle Rogue	1677	56.05
Midrange Hunter	Aggro Shaman	192	47.91
Midrange Hunter	Pirate Warrior	761	49.27
Midrange Hunter	Big Priest	1794	61.31
Midrange Hunter	Overload Shaman	13	76.92
Midrange Hunter	Highlander Priest	7830	54.57
Midrange Hunter	Control Warrior	11	72.72
Midrange Hunter	Miracle Priest	5	100.0
Midrange Hunter	Quest Priest	7	71.42
Midrange Hunter	Aggro Druid	4109	42.17
Midrange Hunter	Giants Shaman	532	55.82
Midrange Hunter	Deathrattle Rogue	405	68.88
Midrange Hunter	Spiteful Warrior	366	47.54
Midrange Hunter	Midrange Paladin	41	48.78
Midrange Hunter	Spiteful Summoner Hunter	12	58.33
Midrange Hunter	Cube Warlock	6956	49.94
Midrange Hunter	Spiteful Priest	8313	44.48
Midrange Hunter	Dragon Highlander Priest	1	100.0
Midrange Hunter	Oakheart Druid	8	62.5
Midrange Hunter	Control Shaman	9	44.44
Midrange Hunter	Barnes Hunter	825	52.24
Midrange Hunter	Token Shaman	2712	47.41
Midrange Hunter	Control Priest	1	0.0
Midrange Hunter	Jade Shaman	1	100.0
Midrange Hunter	Elemental Shaman	414	66.66
Midrange Hunter	Control Warlock (Depricated)	16	50.0
Midrange Hunter	Spell Hunter	1305	51.87
Midrange Hunter	Recruit Druid	15	46.66
Midrange Hunter	Elemental Priest	839	49.34
Midrange Hunter	Corpsetaker Rogue	2	100.0
Midrange Hunter	Miracle Druid	14	64.28
Midrange Hunter	Aggro Paladin	3890	34.08
Midrange Hunter	Beast Hunter	17	35.29
Midrange Hunter	Big Spell Mage	3716	56.02
Midrange Hunter	Silver Hand Paladin	12	41.66
Midrange Hunter	Recruit Hunter	43	55.81
Midrange Hunter	Leyline Mage	26	76.92
Midrange Hunter	Prince Warlock	4	75.0
Midrange Hunter	Kingsbane Rogue	4	50.0
Midrange Hunter	Demon Warlock	4272	54.47
Midrange Hunter	Recruit Warrior	224	71.42
Midrange Hunter	Shield Warrior	203	71.92
Midrange Hunter	OTK DK Paladin	603	58.04
Midrange Hunter	Tempo Rogue	9798	36.71
Midrange Hunter	Deathrattle Warrior	9	77.77
Midrange Hunter	Fatigue Warrior	790	70.0
Midrange Hunter	Quest Warrior	460	69.56
Midrange Hunter	Tempo Mage	2	50.0
Midrange Hunter	C'Thun Druid	3	100.0
Midrange Hunter	N'Zoth Paladin	774	53.35
Midrange Hunter	Mill Rogue	3912	80.41
Midrange Hunter	Quest Druid	15	73.33
Midrange Hunter	Quest Rogue	41	73.17
Midrange Hunter	Murloc Paladin	3071	34.97
Midrange Hunter	Control Paladin	27	66.66
Midrange Hunter	Handbuff Paladin	10	40.0
Midrange Hunter	Murloc Aggro Paladin	3	100.0
Midrange Hunter	Aggro Hunter	3257	44.88
Midrange Hunter	Highlander Mage	8	50.0
Midrange Hunter	Jade Druid	8544	53.45
Midrange Hunter	Control Mage	37	75.67
Midrange Hunter	Elemental Mage	11	63.63
Midrange Hunter	Exodia Mage	2550	83.37
Midrange Hunter	Secret Mage	9149	51.66
Midrange Hunter	Big Druid	16	68.75
Midrange Hunter	Taunt Druid	6	83.33
Midrange Hunter	Jade Rogue	5	40.0
Midrange Hunter	Pirate Murloc Paladin	1	100.0
Midrange Hunter	Quest Paladin	2	100.0
Highlander Warlock	Mill Rogue	4	25.0
Highlander Warlock	Murloc Paladin	2	0.0
Highlander Warlock	Cube Warlock	3	33.33
Highlander Warlock	Spiteful Priest	9	33.33
Highlander Warlock	Elemental Shaman	1	100.0
Highlander Warlock	Dragon Priest	2	50.0
Highlander Warlock	Midrange Hunter	9	44.44
Highlander Warlock	Spell Hunter	2	0.0
Highlander Warlock	Zoo Warlock	4	25.0
Highlander Warlock	Elemental Priest	1	0.0
Highlander Warlock	Aggro Paladin	4	25.0
Highlander Warlock	Miracle Rogue	1	0.0
Highlander Warlock	Pirate Warrior	1	100.0
Highlander Warlock	Big Spell Mage	3	100.0
Highlander Warlock	Demon Warlock	4	25.0
Highlander Warlock	Aggro Hunter	5	20.0
Highlander Warlock	Jade Druid	8	12.5
Highlander Warlock	Exodia Mage	2	50.0
Highlander Warlock	Secret Mage	17	23.52
Highlander Warlock	Tempo Rogue	10	50.0
Highlander Warlock	Highlander Priest	11	27.27
Highlander Warlock	Fatigue Warrior	1	100.0
Highlander Warlock	Quest Warrior	1	0.0
Highlander Warlock	Token Shaman	4	0.0
Highlander Warlock	Barnes Hunter	2	50.0
Highlander Warlock	Aggro Druid	5	40.0
Discard Warlock	Highlander Priest	1	100.0
Discard Warlock	Demon Warlock	1	0.0
Discard Warlock	Spiteful Priest	1	100.0
Zoo Warlock	Handlock	8	87.5
Zoo Warlock	Silence Priest	21	66.66
Zoo Warlock	Dragon Priest	8864	56.04
Zoo Warlock	Midrange Hunter	5314	56.51
Zoo Warlock	Highlander Warlock	4	75.0
Zoo Warlock	Zoo Warlock	20438	50.0
Zoo Warlock	Deathrattle Hunter	8	37.5
Zoo Warlock	Secret Hunter	1654	54.35
Zoo Warlock	Deathrattle Rogue	650	80.61
Zoo Warlock	Miracle Rogue	5153	64.75
Zoo Warlock	Aggro Shaman	398	53.01
Zoo Warlock	Pirate Warrior	1629	50.82
Zoo Warlock	Murloc Shaman	2	100.0
Zoo Warlock	Overload Shaman	15	66.66
Zoo Warlock	Highlander Priest	37545	47.92
Zoo Warlock	Control Warrior	20	40.0
Zoo Warlock	Miracle Priest	7	28.57
Zoo Warlock	Quest Priest	10	70.0
Zoo Warlock	Aggro Druid	16891	48.32
Zoo Warlock	Giants Shaman	1114	62.38
Zoo Warlock	Spell Hunter	1954	60.03
Zoo Warlock	Spiteful Warrior	1194	54.69
Zoo Warlock	Midrange Paladin	74	62.16
Zoo Warlock	Spiteful Summoner Hunter	28	67.85
Zoo Warlock	Cube Warlock	28039	54.07
Zoo Warlock	Recruit Druid	20	75.0
Zoo Warlock	Oakheart Druid	15	53.33
Zoo Warlock	Control Shaman	7	57.14
Zoo Warlock	Barnes Hunter	1864	55.2
Zoo Warlock	Big Priest	6000	49.4
Zoo Warlock	Token Shaman	4776	60.21
Zoo Warlock	N'Zoth Priest	1	100.0
Zoo Warlock	Jade Shaman	1	100.0
Zoo Warlock	Elemental Shaman	559	76.56
Zoo Warlock	Control Warlock (Depricated)	20	55.0
Zoo Warlock	Water Rogue	1	0.0
Zoo Warlock	Elemental Priest	4554	48.61
Zoo Warlock	Corpsetaker Rogue	1	100.0
Zoo Warlock	Miracle Druid	43	62.79
Zoo Warlock	Stealth Rogue	1	0.0
Zoo Warlock	Aggro Paladin	15292	50.58
Zoo Warlock	Beast Hunter	21	52.38
Zoo Warlock	Big Spell Mage	12704	50.89
Zoo Warlock	Silver Hand Paladin	18	66.66
Zoo Warlock	Recruit Hunter	77	49.35
Zoo Warlock	Leyline Mage	31	80.64
Zoo Warlock	Prince Warlock	11	63.63
Zoo Warlock	Kingsbane Rogue	6	83.33
Zoo Warlock	Demon Warlock	16706	52.99
Zoo Warlock	Recruit Warrior	559	65.47
Zoo Warlock	Shield Warrior	437	68.87
Zoo Warlock	Spiteful Priest	32238	51.42
Zoo Warlock	OTK DK Paladin	1457	65.68
Zoo Warlock	Tempo Rogue	45217	46.36
Zoo Warlock	Deathrattle Warrior	4	75.0
Zoo Warlock	Fatigue Warrior	1463	69.99
Zoo Warlock	Enrage Warrior	3	100.0
Zoo Warlock	Quest Warrior	637	71.58
Zoo Warlock	Blood Warrior	1	100.0
Zoo Warlock	C'Thun Druid	3	66.66
Zoo Warlock	N'Zoth Paladin	1537	59.4
Zoo Warlock	Mill Rogue	9193	78.53
Zoo Warlock	Quest Druid	54	83.33
Zoo Warlock	Quest Rogue	77	70.12
Zoo Warlock	Pirate Rogue	1	100.0
Zoo Warlock	Murloc Paladin	13467	48.03
Zoo Warlock	Control Paladin	21	85.71
Zoo Warlock	Handbuff Paladin	18	94.44
Zoo Warlock	Freeze Mage	2	0.0
Zoo Warlock	Aggro Hunter	11736	48.97
Zoo Warlock	Highlander Mage	6	66.66
Zoo Warlock	Jade Druid	25775	63.15
Zoo Warlock	Control Mage	78	56.41
Zoo Warlock	Elemental Mage	18	88.88
Zoo Warlock	Exodia Mage	7096	70.63
Zoo Warlock	Secret Mage	25993	56.95
Zoo Warlock	Big Druid	28	57.14
Zoo Warlock	Taunt Druid	3	33.33
Zoo Warlock	Jade Rogue	4	75.0
Zoo Warlock	Pirate Murloc Paladin	6	66.66
Zoo Warlock	Quest Paladin	2	100.0
Deathrattle Hunter	Mill Rogue	5	40.0
Deathrattle Hunter	Giants Shaman	2	50.0
Deathrattle Hunter	Deathrattle Rogue	1	100.0
Deathrattle Hunter	Murloc Paladin	3	100.0
Deathrattle Hunter	Cube Warlock	8	25.0
Deathrattle Hunter	Spiteful Priest	7	42.85
Deathrattle Hunter	Elemental Shaman	2	50.0
Deathrattle Hunter	Midrange Hunter	2	0.0
Deathrattle Hunter	Spell Hunter	2	100.0
Deathrattle Hunter	Zoo Warlock	8	62.5
Deathrattle Hunter	Elemental Priest	2	50.0
Deathrattle Hunter	Secret Hunter	1	0.0
Deathrattle Hunter	Aggro Paladin	5	40.0
Deathrattle Hunter	Miracle Rogue	1	0.0
Deathrattle Hunter	Pirate Warrior	4	0.0
Deathrattle Hunter	Big Spell Mage	2	50.0
Deathrattle Hunter	Demon Warlock	5	80.0
Deathrattle Hunter	Aggro Hunter	2	50.0
Deathrattle Hunter	Jade Druid	8	62.5
Deathrattle Hunter	Exodia Mage	6	100.0
Deathrattle Hunter	Secret Mage	12	66.66
Deathrattle Hunter	OTK DK Paladin	2	50.0
Deathrattle Hunter	Tempo Rogue	10	30.0
Deathrattle Hunter	Highlander Priest	8	62.5
Deathrattle Hunter	Big Priest	3	33.33
Deathrattle Hunter	N'Zoth Paladin	1	100.0
Deathrattle Hunter	Token Shaman	4	0.0
Deathrattle Hunter	Barnes Hunter	1	100.0
Deathrattle Hunter	Aggro Druid	5	60.0
Secret Hunter	Secret Hunter	204	50.0
Secret Hunter	Quest Druid	4	50.0
Secret Hunter	Spiteful Warrior	103	42.71
Secret Hunter	Quest Priest	1	100.0
Secret Hunter	Quest Rogue	10	50.0
Secret Hunter	Deathrattle Rogue	83	75.9
Secret Hunter	Murloc Paladin	1071	34.36
Secret Hunter	Control Paladin	3	33.33
Secret Hunter	Midrange Paladin	7	71.42
Secret Hunter	Murloc Aggro Paladin	1	100.0
Secret Hunter	Cube Warlock	2252	51.77
Secret Hunter	Recruit Druid	1	0.0
Secret Hunter	Mill Rogue	988	81.88
Secret Hunter	Oakheart Druid	1	0.0
Secret Hunter	Dragon Priest	803	54.79
Secret Hunter	Elemental Shaman	75	57.33
Secret Hunter	Silence Priest	3	33.33
Secret Hunter	Control Warlock (Depricated)	1	100.0
Secret Hunter	Midrange Hunter	813	53.13
Secret Hunter	Spell Hunter	259	60.61
Secret Hunter	Zoo Warlock	1654	45.64
Secret Hunter	Elemental Priest	326	50.3
Secret Hunter	Giants Shaman	116	56.03
Secret Hunter	Deathrattle Hunter	1	100.0
Secret Hunter	Aggro Druid	1270	43.7
Secret Hunter	Miracle Druid	7	85.71
Secret Hunter	Barnes Hunter	205	64.87
Secret Hunter	Aggro Paladin	1251	32.93
Secret Hunter	Beast Hunter	3	66.66
Secret Hunter	Miracle Rogue	478	69.87
Secret Hunter	Aggro Shaman	45	57.77
Secret Hunter	Pirate Warrior	188	38.29
Secret Hunter	Spiteful Priest	2725	41.46
Secret Hunter	Freeze Mage	1	100.0
Secret Hunter	Silver Hand Paladin	2	100.0
Secret Hunter	Recruit Hunter	9	55.55
Secret Hunter	Leyline Mage	6	83.33
Secret Hunter	Prince Warlock	2	100.0
Secret Hunter	Demon Warlock	1139	59.7
Secret Hunter	Aggro Hunter	972	48.86
Secret Hunter	Recruit Warrior	55	72.72
Secret Hunter	Shield Warrior	40	77.5
Secret Hunter	Big Spell Mage	1035	56.23
Secret Hunter	Jade Druid	2106	46.72
Secret Hunter	Control Mage	6	100.0
Secret Hunter	Elemental Mage	2	100.0
Secret Hunter	Exodia Mage	639	78.87
Secret Hunter	N'Zoth Mage	1	100.0
Secret Hunter	Secret Mage	2515	54.71
Secret Hunter	Big Druid	3	33.33
Secret Hunter	Jade Rogue	1	0.0
Secret Hunter	Handlock	5	40.0
Secret Hunter	Pirate Murloc Paladin	1	0.0
Secret Hunter	Overload Shaman	4	75.0
Secret Hunter	Highlander Priest	2328	54.12
Secret Hunter	Big Priest	464	54.31
Secret Hunter	Fatigue Warrior	161	72.67
Secret Hunter	Quest Warrior	76	71.05
Secret Hunter	Spiteful Summoner Hunter	3	66.66
Secret Hunter	N'Zoth Paladin	163	44.17
Secret Hunter	Token Shaman	634	48.42
Secret Hunter	Control Priest	1	100.0
Secret Hunter	OTK DK Paladin	152	51.31
Secret Hunter	Tempo Rogue	3481	44.44
Deathrattle Rogue	Mill Rogue	482	48.13
Deathrattle Rogue	Quest Druid	2	50.0
Deathrattle Rogue	Spiteful Warrior	52	23.07
Deathrattle Rogue	Token Shaman	320	21.56
Deathrattle Rogue	Quest Rogue	5	60.0
Deathrattle Rogue	Deathrattle Rogue	56	50.0
Deathrattle Rogue	Murloc Paladin	434	16.82
Deathrattle Rogue	Control Paladin	3	0.0
Deathrattle Rogue	Handbuff Paladin	1	0.0
Deathrattle Rogue	Cube Warlock	846	29.31
Deathrattle Rogue	Recruit Druid	1	100.0
Deathrattle Rogue	Oakheart Druid	1	0.0
Deathrattle Rogue	Control Shaman	1	0.0
Deathrattle Rogue	Elemental Shaman	40	37.5
Deathrattle Rogue	Silence Priest	2	0.0
Deathrattle Rogue	Dragon Priest	376	40.15
Deathrattle Rogue	Midrange Hunter	405	31.11
Deathrattle Rogue	Spell Hunter	123	27.64
Deathrattle Rogue	Zoo Warlock	650	19.38
Deathrattle Rogue	Elemental Priest	111	44.14
Deathrattle Rogue	Giants Shaman	62	51.61
Deathrattle Rogue	Deathrattle Hunter	1	0.0
Deathrattle Rogue	Secret Hunter	83	24.09
Deathrattle Rogue	Miracle Druid	1	100.0
Deathrattle Rogue	Aggro Paladin	480	17.29
Deathrattle Rogue	Beast Hunter	1	0.0
Deathrattle Rogue	Miracle Rogue	191	32.98
Deathrattle Rogue	Aggro Shaman	24	41.66
Deathrattle Rogue	Pirate Warrior	100	28.0
Deathrattle Rogue	Spiteful Priest	1028	35.11
Deathrattle Rogue	Freeze Mage	2	50.0
Deathrattle Rogue	Midrange Paladin	4	50.0
Deathrattle Rogue	Recruit Hunter	6	16.66
Deathrattle Rogue	Leyline Mage	2	50.0
Deathrattle Rogue	Prince Warlock	1	0.0
Deathrattle Rogue	Quest Warrior	38	63.15
Deathrattle Rogue	Kingsbane Rogue	1	100.0
Deathrattle Rogue	Demon Warlock	407	43.24
Deathrattle Rogue	Aggro Hunter	409	26.4
Deathrattle Rogue	Recruit Warrior	25	60.0
Deathrattle Rogue	Shield Warrior	13	46.15
Deathrattle Rogue	Big Spell Mage	373	45.04
Deathrattle Rogue	Jade Druid	826	29.53
Deathrattle Rogue	Control Mage	2	50.0
Deathrattle Rogue	Elemental Mage	6	16.66
Deathrattle Rogue	Exodia Mage	287	50.52
Deathrattle Rogue	Secret Mage	1162	28.05
Deathrattle Rogue	Big Druid	1	0.0
Deathrattle Rogue	OTK DK Paladin	64	45.31
Deathrattle Rogue	Tempo Rogue	1286	25.5
Deathrattle Rogue	Murloc Shaman	1	100.0
Deathrattle Rogue	Highlander Priest	948	46.72
Deathrattle Rogue	Big Priest	176	60.79
Deathrattle Rogue	Fatigue Warrior	75	61.33
Deathrattle Rogue	Quest Paladin	1	0.0
Deathrattle Rogue	N'Zoth Paladin	85	35.29
Deathrattle Rogue	Dragon Warrior	1	100.0
Deathrattle Rogue	Miracle Priest	1	100.0
Deathrattle Rogue	Quest Priest	1	0.0
Deathrattle Rogue	Barnes Hunter	80	27.5
Deathrattle Rogue	Aggro Druid	538	15.79
Miracle Rogue	Mill Rogue	2952	64.7
Miracle Rogue	Quest Druid	13	69.23
Miracle Rogue	Elemental Rogue	1	100.0
Miracle Rogue	Quest Priest	5	80.0
Miracle Rogue	Quest Rogue	18	38.88
Miracle Rogue	Deathrattle Rogue	191	67.01
Miracle Rogue	Murloc Paladin	3441	34.87
Miracle Rogue	Control Paladin	6	66.66
Miracle Rogue	Handbuff Paladin	3	33.33
Miracle Rogue	Spiteful Summoner Hunter	9	66.66
Miracle Rogue	Cube Warlock	7690	52.37
Miracle Rogue	Recruit Druid	8	62.5
Miracle Rogue	Dragon Highlander Priest	1	0.0
Miracle Rogue	Oakheart Druid	2	50.0
Miracle Rogue	Control Shaman	3	66.66
Miracle Rogue	Dragon Priest	2526	54.31
Miracle Rogue	Elemental Shaman	183	58.46
Miracle Rogue	Silence Priest	5	20.0
Miracle Rogue	Control Warlock (Depricated)	5	60.0
Miracle Rogue	Midrange Hunter	1677	43.94
Miracle Rogue	Highlander Warlock	1	100.0
Miracle Rogue	Spell Hunter	514	33.85
Miracle Rogue	Zoo Warlock	5153	35.24
Miracle Rogue	Elemental Priest	1159	56.6
Miracle Rogue	Leyline Mage	12	75.0
Miracle Rogue	Deathrattle Hunter	1	100.0
Miracle Rogue	Secret Hunter	478	30.12
Miracle Rogue	Miracle Druid	7	57.14
Miracle Rogue	Corpsetaker Rogue	2	50.0
Miracle Rogue	Aggro Paladin	3878	39.84
Miracle Rogue	Beast Hunter	7	71.42
Miracle Rogue	Miracle Rogue	1544	50.0
Miracle Rogue	Aggro Shaman	125	42.4
Miracle Rogue	Pirate Warrior	529	35.72
Miracle Rogue	Spiteful Priest	8282	50.33
Miracle Rogue	Spiteful Warrior	278	41.0
Miracle Rogue	Recruit Hunter	14	35.71
Miracle Rogue	Freeze Mage	1	100.0
Miracle Rogue	Silver Hand Paladin	9	11.11
Miracle Rogue	Malygos Rogue	1	100.0
Miracle Rogue	Control Warrior	7	42.85
Miracle Rogue	Prince Warlock	1	0.0
Miracle Rogue	Kingsbane Rogue	1	100.0
Miracle Rogue	Demon Warlock	4362	63.5
Miracle Rogue	Aggro Hunter	3132	41.21
Miracle Rogue	Recruit Warrior	167	51.49
Miracle Rogue	Shield Warrior	118	40.67
Miracle Rogue	Giants Shaman	291	62.88
Miracle Rogue	Big Spell Mage	3375	42.63
Miracle Rogue	Highlander Mage	2	50.0
Miracle Rogue	Jade Druid	6642	44.3
Miracle Rogue	Control Mage	30	56.66
Miracle Rogue	Elemental Mage	3	100.0
Miracle Rogue	Exodia Mage	1968	61.38
Miracle Rogue	Secret Mage	7026	34.47
Miracle Rogue	Big Druid	7	42.85
Miracle Rogue	Handlock	2	50.0
Miracle Rogue	Tempo Rogue	12287	36.58
Miracle Rogue	Overload Shaman	2	50.0
Miracle Rogue	Highlander Priest	10531	54.04
Miracle Rogue	Big Priest	1580	71.32
Miracle Rogue	Fatigue Warrior	401	44.63
Miracle Rogue	Quest Warrior	177	61.01
Miracle Rogue	N'Zoth Paladin	401	49.87
Miracle Rogue	Miracle Priest	4	50.0
Miracle Rogue	Token Shaman	1332	40.61
Miracle Rogue	Barnes Hunter	461	34.7
Miracle Rogue	Aggro Druid	4647	34.25
Miracle Rogue	OTK DK Paladin	396	62.37
Miracle Rogue	Midrange Paladin	14	50.0
Mid-Range Shaman	Dragon Priest	1	0.0
Aggro Shaman	Mill Rogue	258	78.29
Aggro Shaman	Quest Rogue	5	20.0
Aggro Shaman	Deathrattle Rogue	24	58.33
Aggro Shaman	Murloc Paladin	268	37.31
Aggro Shaman	Spiteful Warrior	33	60.6
Aggro Shaman	Handbuff Paladin	1	100.0
Aggro Shaman	Cube Warlock	560	52.32
Aggro Shaman	Spiteful Priest	637	40.97
Aggro Shaman	Dragon Highlander Priest	1	0.0
Aggro Shaman	Elemental Shaman	21	38.09
Aggro Shaman	Dragon Priest	198	45.95
Aggro Shaman	Midrange Hunter	192	52.08
Aggro Shaman	Spell Hunter	65	49.23
Aggro Shaman	Zoo Warlock	398	46.98
Aggro Shaman	Elemental Priest	63	46.03
Aggro Shaman	Giants Shaman	38	47.36
Aggro Shaman	Secret Hunter	45	42.22
Aggro Shaman	Miracle Druid	1	100.0
Aggro Shaman	Aggro Paladin	291	43.29
Aggro Shaman	Miracle Rogue	125	57.6
Aggro Shaman	Aggro Shaman	16	50.0
Aggro Shaman	Pirate Warrior	52	50.0
Aggro Shaman	Big Spell Mage	253	41.1
Aggro Shaman	Midrange Paladin	2	100.0
Aggro Shaman	Recruit Hunter	5	60.0
Aggro Shaman	Leyline Mage	2	50.0
Aggro Shaman	Kingsbane Rogue	1	0.0
Aggro Shaman	Demon Warlock	324	47.83
Aggro Shaman	Aggro Hunter	269	57.99
Aggro Shaman	Recruit Warrior	11	54.54
Aggro Shaman	Shield Warrior	8	50.0
Aggro Shaman	Jade Druid	530	40.94
Aggro Shaman	Control Mage	1	100.0
Aggro Shaman	Elemental Mage	2	50.0
Aggro Shaman	Exodia Mage	192	69.27
Aggro Shaman	Secret Mage	635	44.09
Aggro Shaman	Handlock	1	0.0
Aggro Shaman	Tempo Rogue	930	35.8
Aggro Shaman	Highlander Priest	665	42.7
Aggro Shaman	Big Priest	157	54.77
Aggro Shaman	Fatigue Warrior	39	48.71
Aggro Shaman	Quest Warrior	18	55.55
Aggro Shaman	N'Zoth Paladin	37	54.05
Aggro Shaman	Miracle Priest	1	100.0
